City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
537,bhachau,23.2833,70.35,27.61,83,100,7.41,IN,1722886405
538,lianyuan,27.6883,111.6642,26.82,79,91,0.38,CN,1722886406
539,edmundston,47.3737,-68.3251,24.3,37,75,4.12,CA,1722886407
540,lethem,3.3803,-59.7968,31.81,57,44,2.76,GY,1722886408
541,palmares do sul,-30.2578,-50.5097,18.81,91,10,4.47,BR,1722886409
542,wuwei,37.9281,102.6414,25.57,28,81,4.4,CN,1722886410
543,malanje,-9.5402,16.341,23.45,24,0,2.03,AO,1722886411
544,arkhangel'sk,64.5401,40.5433,13.06,88,40,2.0,RU,1722886412
545,newman,37.3138,-121.0208,33.19,16,0,0.39,US,1722886414
546,la paz,-16.5,-68.15,14.99,26,40,7.2,BO,1722886190
547,ratne,51.6683,24.5303,15.14,91,100,3.02,UA,1722886417
548,puerto el triunfo,13.2833,-88.55,29.02,74,13,4.63,SV,1722886420
549,grand ledge,42.7534,-84.7464,27.38,78,100,5.14,US,1722886421
550,copiapo,-27.3667,-70.3333,15.83,33,0,3.03,CL,1722886422
551,yorosso,12.3536,-4.7761,24.0,88,96,2.09,ML,1722886423
552,tahla,34.0485,-4.428,29.78,18,4,1.92,MA,1722886424
553,bereket,39.2446,55.5154,34.87,17,0,4.69,TM,1722886426
554,goulburn,-34.75,149.7167,1.65,97,8,1.76,AU,1722886427
555,ghat,24.9647,10.1728,34.45,14,0,6.59,LY,1722886428
556,tannum sands,-23.9504,151.3693,13.94,88,0,2.57,AU,1722886429
557,harper,4.375,-7.7169,24.22,85,100,4.37,LR,1722886430
558,praia da vitoria,38.7333,-27.0667,28.14,69,20,2.25,PT,1722886431
559,sakhipur,24.3,90.1833,26.55,92,100,2.06,BD,1722886432
560,simanggang,1.2472,111.4528,24.99,100,41,0.0,MY,1722886433
561,vila velha,-20.3297,-40.2925,25.97,80,20,5.14,BR,1722886435
562,plaza huincul,-38.926,-69.2086,13.41,10,99,3.58,AR,1722886436
563,santanyi,39.3546,3.1291,28.41,69,0,2.26,ES,1722886437
564,bodo,67.28,14.405,20.02,66,0,2.57,NO,1722886438
565,novaya ladoga,60.1025,32.3019,15.25,87,17,2.2,RU,1722886439
566,namtsy,62.7161,129.6658,13.36,90,100,3.72,RU,1722886440
567,americus,32.0724,-84.2327,28.07,69,20,8.23,US,1722886442
568,mugia,43.1041,-9.2179,19.95,95,41,1.23,ES,1722886443
569,ouesso,1.6136,16.0517,25.97,62,89,1.27,CG,1722886444
